URL,Verdict
http://en.wikipedia.org/wiki/john_dalton,2
http://www.angelfire.com/darkside/nwp/index.html,1
http://www.geocities.com/heartland/cottage/9397/,2
http://www.peppertrail.com/,1
http://www.organichem.com/,1
http://www.lib.gla.ac.uk/coseelis/,-1
http://geocities.com/televisioncity/8827/archive.html,-2
http://www.newadvent.org/cathen/10278b.htm,-1
http://www.1sweetass.com/,-2
http://colonial_collector.tripod.com/first12cosmonauts/index.html,1
http://www.stmaryslodge.co.uk,-1
http://www.survelum.com,1
http://www.nahliksoft.com/keybmas.html,1
http://www.myspace.com/semorollergirls,1
http://www.freewebs.com/preciouspyro/,2
http://www.english.uiuc.edu/maps/poets/s_z/r_wright/r_wright.htm,-1
http://www.juventudcatolica.org/jovenesespanolindice.htm,2
http://www.flnm.co.uk/home/league.aspx?id=52,1
http://www.asiaticas.ca,-2
http://www.bywords.ca/,-1
http://members.tripod.com/~olinuu/wop/eatme.html,-1
http://www.ai.sri.com/centibots/,1
http://www.midnightscience.com/project.html,2
http://www.aidenshaw.moonfruit.com/,-2
http://www.getabag.com,-1
http://www.mythia.nl/,2
http://www.darthporno.com/cheerfield/front.html,-2
http://www.healthatoz.com/healthatoz/atoz/ency/hyponatremia.jsp,1
http://www.madmoizelle.com/,2
http://www.viejasfollando.com,-2
http://www.trans4mind.com/,1
http://www.businessweek.com/technology/content/sep2002/tc20020927_7367.htm,-1
http://www.levelheaded.org.uk/,-1
http://www.allteenstgp.com/avs/littlelezzies/,-2
http://www.laboratorium.it/,-1
http://www.xeon.dk/,-2
http://www.cherryboys.com/austrianprettyboy/,-2
http://www.joeheckracing.com,-1
http://www.jungschuetzen.net/,2
http://www.madradioshow.net/,2
http://www.nybg.org/bsci/res/hall/flavoruber.html,1
http://adage.com/dataplace/,-1
http://www.geocities.com/juniperealm/kashira.html,-1
http://www.royalalbertamuseum.ca/vexhibit/genghis/timeline.htm,2
http://www.hot-free-sex-porn.com/nasty-toy-lesbian-sex/,-2
http://www.whitehouse.gov/about/presidents/johntyler/,2
http://www.wanderingtheworld.com/,-1
http://www.campbirchhill.com/,2
http://www.fetish-free-porn-pics.com/huge_sluts_free_porn/,-2
http://www.lazytownlaserie.bravehost.com/,2
http://www.boundandgagged.com/,-2
http://www.tia-escort.de/,-2
http://www.silviaforyou.com/,-2
http://www.nationalfurnishing.com,-1
http://www.casadecritters.com/,-1
http://www.booklocker.com/,-2
http://www.ns.ec.gc.ca/weather/hurricane/kids.html,2
http://www.youandyourweb.co.uk/,1
http://www.mooviees.com/1987-freaky-friday/movie,-1
http://www.geocities.com/shtikthis/main.html,-1
http://www.t-delivision.com/,-2
http://heiscoming.freeservers.com,-1
http://www.hookers.nl/,-2
http://biphome.spray.se/dread/connect5.html,2
http://www.angelfire.com/wizard/cdh/,-2
http://www.abstinence.net/,2
http://www.sex-webmasters.com,-2
http://www.iwrc-online.org/,-1
http://groovy.codehaus.org/,1
http://muskokamusicmen.googlepages.com,-1
http://www.horoscope.co.uk/,-1
http://www.1up.com/do/previewpage?cid=3157799,2
http://www.enchantedlearning.com/subjects/dinosaurs/dinos/giganotosaurus.shtml,2
http://sports.groups.yahoo.com/group/ccka/,1
http://www.charlotteagell.com/,2
http://www.satech.com,1
http://www.y-ousama.net/,-2
http://www.geocities.com/hp_rareslash/,-2
http://www.ventilek.org/,2
http://www.yeso.com.tw,1
http://femdom-jpgs.com/shepunishesme/index.shtml,-2
http://www.howstuffworks.com/radar-detector.htm,1
http://members.tripod.com/~mannaladroit/,-2
http://www.questioncoquine.com/,-2
http://shakespeare.palomar.edu/editors/warburton.htm,-1
http://www.pussystrike.com/,-2
http://www.odmaturuj.cz,2
http://www.csir.co.za/,1
http://www.striptease-five.com,-2
http://www.inside-mexico.com/titere.htm,2
http://www.tresearch.org/,1
http://www.semlyen.net/cosmosjugglers/welcome.htm,-1
http://www.chemelex.com,1
http://www.tivi.de/fernsehen/loewenzahn/start/,2
http://www.thekunderts.net/,1
http://www.nettrophy.com,-1
http://www.denverrope.com,1
http://www.bbc.co.uk/radio4/womanshour/08_10_01/thursday/info1.shtml,-1
http://www.twohot.net/sexy_couples/,-2
http://www.arongadd.co.uk/,-1
http://www.angelfire.com/biz/bearpawss/,-1
http://www.e-free-porn-pics-free-porn-pics-free-porn-pics.com/sexy-brunette-free-sex/,-2
http://www.jonvernonphoto.com/,-1
http://www.fenbelt.co.uk/,1
http://www.allscifi.com/topic.asp?topicid=933,-1
http://www.epona.net/,-1
http://mellowtrouble.net/,-1
http://eastlakell.cmiregistration.com/,1
http://www.cjr.org/,1
http://www.qualityjet.com/,1
http://nylon.net/alt/,1
http://www.baseball-reference.com/teams/tor/,1
http://sjc.chuvala.com/cat41/index.html,-1
http://www.asianheats.com/priv/szilvia_lauren/,-2
http://www.bakerlaw.com/,-1
http://membres.lycos.fr/fjnguyen/alyssa.html,2
http://www.hot-free-sex-free-sex-free-sex-free-sex.com/big-pussy-free-sex/,-2
http://kids.aol.com/pets-and-animals/pets/photo-gallery/worlds-smallest-and-tallest-horse,2
http://www.meganova.com/megakids/,2
http://www.asian-russian-usa-personals.com/avs/,-2
http://www.advitech.com.au,1
http://www.muckybitch.com/sites/chloe_heels/,-2
http://www.dre2001.com/,-1
http://www.xxxdrawings.com/,-2
http://www.almarro.com/,1
http://www.femdom-central.net/,-2
http://www.ladyevilsdungeon.com/,-2
http://www.3gnmedia.com,1
http://www.cleanadulthost.com/amateur/sexxx/escort_angie/,-2
http://animaldiversity.ummz.umich.edu/site/accounts/information/aurelia_aurita.html,2
http://www.king-tool.com/,1
http://www.mwt.net/~westfork/index.html,-1
http://www.digitaljournalist.org/issue0005/hrintro.htm,1
http://www.trueincest.com/,-2
http://www.igl-hamburg.de/,2
http://www.marie-marie.jp/,-2
http://www.xxxpornbabe.com/sky/,-2
http://www.jasna.org/persuasions/on-line/vol21no1/thompson.html,-1
http://www.mature-lady.com/maturewomensexpics/index.html,-2
http://pc.gamespy.com/pc/galactic-civilizations-ii-twilight-of-the-arnor/,2
http://www.tc.umn.edu/~tbs/,-1
http://www.upskirt-videos.com/,-2
http://www.bbc.co.uk/weather/world/country_guides/results.shtml?tt=tt004850,2
http://www.angelfire.com/ma/darkheart/,-2
http://www.juliecoquine.com,-2
http://www.pbs.org/wgbh/nova/volcano/,2
http://cabsec.nic.in/,2
http://www.auntrunnersrecipes.com/archive/veggies/veggies050.html,1
http://www.indianacentral.org/,-1
http://kydance.net/pages/mu_hosting,-1
http://members.fortunecity.com/transemischa/,-2
http://www.riegl.com,1
http://www.winterthur.org,1
http://users.coditel.net/ellen/,-1
http://florawww.eeb.uconn.edu/199100387.html,1
http://www.mala.bc.ca/~johnstoi/introser/marquez.htm,-1
http://www.slybaldguys.com,1
http://www.geocities.com/hollowayt/,-1
http://www.all-free-big-tits.com/lauren/,-2
http://www.cbm.org.uk/cbm3.htm,-1
http://www.crpuzzles.com/crostic/,-1
http://www.societywine.com,-1
http://www.perspektive-plus.de,2
http://www.stationhouse.com/outpost/,-2
http://www.desertusa.com/ind1/geronimo.html,2
http://money.cnn.com/2002/06/28/news/companies/xerox/,-1
http://www.outdoorrugsonly.com,-1
http://www.thelondontanners.com/,-2
http://www.tapinu.org/,-1
http://www.freewebs.com/uprptbatch2001/,-1
http://plantnet.rbgsyd.nsw.gov.au/cgi-bin/taxon.pl?name=cycas+cairnsiana,1
http://www.1up.com/do/gameoverview?cid=3161849,2
http://www.thepurplesphere.com/,-1
http://www.conte.fr,2
http://www.highschoolblog.com.ar/,2
http://www.lib.utexas.edu/maps/kuwait.html,2
http://www.thundersnake.com/news.htm,-2
http://www.picsofgirls.com/jenna/,-2
http://www.zemepis.com/milionar.php,2
http://xyzbluebook.org/onlymilfs/ca/index.htm,-2
http://www.apopkafc.com/,1
http://www.amateur-nurse.com/,-2
http://www.neurolaw.com/,-1
http://www.psych.purdue.edu/social/faculty/agnew.htm,1
http://ww2.pstripes.osd.mil/01/apr01/morewhid1.html,-1
http://www.lumetrix.com/,1
http://www.rubnitz.com,1
http://www.gamespot.com/pc/strategy/zootycoon/review.html,2
http://pagesperso-orange.fr/leskoalas/default.htm,2
http://www.thermalconcepts.com,1
http://www.anchorfundingservices.com,1
http://www.riseintlgroup.com/,1
http://kimellingtonpottery.com/,-1
http://www.angel-escort.nl/,-2
http://polarbearband.tripod.com/,2
http://www.crosex.com/ps/celeste/a.htm,-2
http://www.cedricstudios.com,1
http://www.soton.ac.uk/~lastras/secreta/biogs/composers/llbiog.htm,-1
http://www.jhleonberg.de/,2
http://www.wormspit.com/rsw_silk.pdf,1
http://www.geocities.com/westhollywood/village/9746/inhalte/hunde/hunde.htm,-2
http://www.jeffersoninstitute.org/mungbean.php,1
http://www.alfaguarainfantil.com.ar/listautores.asp,2
http://weather.aol.com/middle-east/iraq,2
http://jmg.bmjjournals.com/cgi/reprint/41/2/92.pdf,1
http://www.hiphopyaik.com,-2
http://ivoryworksltd.net/,-1
http://www.ftc.gov/bcp/edu/pubs/consumer/credit/cre07.shtm,1
http://sociology.huji.ac.il/,1
http://www.jastusa.com/webcomic/index.php,-2
http://www.awolpet.com/,-1
http://www.nasty-fetish.net/avs/donita/,-2
http://www.chestnut-sw.com/seedhp.htm,2
http://www.gemserp.net,1
http://home.earthlink.net/~wcwr/aboutus.htm,-1
http://www.pornofolie.com/,-2
http://www.sema4inc.com/,1
http://uspolitics.about.com/index.htm,-1
http://www.amateur-teen-lesbian-sex.com/amateur_teen_sex_pics/,-2
http://www.scooterden.com/,1
http://www.bobbyhicks.com,-1
http://www.videogamer.com/psp/sonic_rivals/review.html,2
http://www.nightseajourney.com,1
http://www.absurdtrivia.com/full_house.php,-1
http://www.vromansgallery.com/,-1
http://www.bluesnake.com/,-2
http://www.eurogamer.net/article.php?article_id=72885,2
http://library.thinkquest.org/5337/,2
http://www.aas-associates.com/,1
http://www.semperfipowersupply.com/,1
http://www2.ocn.ne.jp/~yanai/,2
http://www.frenchangling.com/,-1
http://www.sexymaturewoman.net/mature-amateur-pics/index.html,-2
http://www.frogweb.gov/,2
http://www.z-host.com/,1
http://www.epicurious.com/recipes/drink/views/201193,1
http://lcweb2.loc.gov/frd/cs/qatoc.html,2
http://www.chass.utoronto.ca/epc/srb/cyber/sim2.html,1
http://www.thenews-journal.com/,-1
http://www.tamworthragepage.com/cassardaley.htm,-1
http://seriss.com/people/erco/fltk-videos/,1
http://www.femdomunlimited.com/femdom_action/,-2
http://www.chironamerica.com,1
http://www.1up.com/do/previewpage?cid=3172450,2
http://www.greenlanegallery.com,-1
http://www.frogsaustralia.net.au/conservation/frog-declines.cfm,2
http://www.netgay.com.br/,-2
http://www.mnsu.edu/emuseum/prehistory/,2
http://www.m-kojo.com/,-2
http://www.geocities.com/mexicomdb/,1
http://www.npp.hu/tortenelem/foldreaktor-e.htm,2
http://juniorgolfers.co.uk/shop/protips.php,2
http://www.geocities.com/capecanaveral/lab/5466/ori_good.html,2
http://www.covenanter.org/steele/continuoussinging.htm,-1
http://www.markeys.com,1
http://www.golfgulfshores.com,1
http://www.premium-sex-links.com/gayloving/home.html,-2
http://www.blackopalmine.com/,-1
http://www.humanities-interactive.org/ancient/iceage/,2
http://millercenter.org/academic/americanpresident/jackson,2
http://homegrownporn.com/amateurcumshot/,-2
http://www.cyberpsych.org/filmforum/,-1
http://www.remingtons.com/,-2
http://derekrowley.com/,-1
http://www.freeasiansexpictures.com/,-2
http://www.umcofmacedonia.com/,-1
http://www.ja-sc.org.br/,2
http://www.allianceonline.org/faq/strategic_planning,1
http://www.americanpresidents.org/presidents/president.asp?presidentnumber=13,2
http://www.penelopeblackdiamond.de/,-2
http://msdb-mn.org,-2
http://www.global2000hosting.com,1
http://www2.warnerbros.com/sd_brand/,2
http://www.slashfanfiction.com/,-2
http://members.tripod.com/parties_by_stacey/grid2.html,-1
http://www.dillondigitalvideo.com,1
http://comfun-gbr.de/dpsg/startseite/,2
http://www.nasty-hardcore-fuck-sluts.com/,-2
http://www.cpdfoundation.com,1
http://www.alliancelumber.com/,1
http://www.pack3250.org/,2
http://www.irishpunters.com/,-2
http://www.oarval.org/section3_13sp.htm,2
http://www.i-fi.net,-1
http://www.geocities.com/saintseiyacr/,2
http://www.recipeland.com/g/glazed_baked_ham.html,1
http://euch6f.chem.emory.edu/,1
http://www.luec.org/,-1
http://www.wildwatch.com/living_library/mammals-2/sable-antelope,2
http://www.mariannebusser-ronschroder.info/,2
http://www.polysem.com/,1
http://www.moloss.com/brd/cd/c002/,-1
http://www.androidscience.com,1
http://www.astrofilitrentini.it/mat/costell_eng.html,2
http://www.gamefaqs.com/console/xbox/data/920590.html,2
http://www.tokyo-motorshow.com/show/2007/kids/,2
http://www.abcouncil.ab.ca/,-1
http://www.budcollinstennis.com,1
http://www.wm.edu/,1
http://freshair.npr.org/day_fa.jhtml?displayvalue=day&amp;todaydate=02/15/2002,-1
http://www.blueworldyachtcharters.com/,-1
http://www.firstedit.co.uk/,1
http://www.angelfire.com/myband2/hagalaz/,-1
http://davidymariana.info/,-1
http://www.tripathicosmeticmd.com/,1
http://www.xxx-anal-sex-pics.com/xxxanalpenetration/,-2
http://www.geocities.com/area51/zone/8633/myfic.htm,-2
http://www.prairieisland.org/dance_styles.htm,2
http://www.aberotica.co.uk/,-2
http://www.gayboysex.net/stevestarrshower/index.html,-2
http://www.nquk.com/,1
http://www.cs.nmsu.edu/~joshagam/solace/,1
http://claritascoaching.com/,1
http://www.ctcinstallers.com/,1
http://sports.espn.go.com/nhl/clubhouse?team=mon,1
http://chronicle.com/free/v49/i15/15a01601.htm,1
http://www.angelfire.com/tx2/clendennenehlers/,-1
http://www.howstuffworks.com/light.htm,2
http://www.sexuality.org/mvgstim.html,-2
http://www.ohio.edu/mcrew//,1
http://www.cumonteens.com/mouthy/the.htm,-2
http://www.thewordnerd.com,1
http://www.canal18.com,-2
http://www.tolatsga.org/aben.html,-1
http://www.environment.gov.au/biodiversity/threatened/publications/bilby.html,2
http://www.dizziness-and-balance.com/disorders/bppv/bppv.html,2
http://www.carrier.transicold.com,1
http://www.ethereal-realms.org/,-1
http://www.k9centre.com/,1
http://www.avsring.com/sites/wetteens/index.html,-2
http://lavica.fesb.hr/iwasep4/,1
http://www.nasty-free-porn.com/,-2
http://www.bisericaromana.com/copii/versuri.html,2
http://www.worthing-spiritualist.org.uk/,-1
http://newtowntechs.com/,1
http://www.c-carchitects.com,1
http://smokeydreams.adultbouncer.com/,-2
http://www.nebraskaopenadoption.com/,1
http://www.svh-mt.org,1
http://www.sexchill.com/platinum/denise/,-2
http://www.transtime.com/cryintro/cryintro.htm,1
http://www.boreme.com/index.php,-1
